season,name,team,position,usg_1st_down,usg_2nd_down,usg_3rd_down,usg_standard_downs,usg_passing_downs,usg_overall
2015,Zach Green,Arizona,RB,0.0026,0.004,0,0.004,0,0.0023
2015,Jerry Neuheisel,UCLA,QB,0.0027,0,0.006,0.005,0,0.0023
2015,Cody Thomas,Oklahoma,QB,0,0.004,0.006,0,0.008,0.0023
2015,Hunter Thurley,Ole Miss,TE,0.0024,0.004,0,0,0.004,0.0023
2015,Delshawn McClellon,Utah,WR,0,0.003,0.005,0.004,0.004,0.0022
2015,Soma Vainuku,USC,FB,0.0025,0,0,0.004,0,0.0022
2015,Cody Clay,West Virginia,TE,0.0025,0.003,0,0.004,0,0.0022
2015,Daniel Hurd,Memphis,WR,0.0049,0,0,0,0,0.0022
2015,Shai McKenzie,Virginia Tech,RB,0.0025,0.003,0,0.004,0,0.0022
2015,Kalvin Cline,Virginia Tech,TE,0.0025,0.003,0,0.004,0,0.0022
2015,Tucker Tuberville,Auburn,QB,0.0051,0,0,0,0,0.0022
2015,Cory Butler-Byrd,Utah,WR,0.0026,0.003,0,0.004,0,0.0022
2015,Brayden Sanchez,Nevada,WR,0.0026,0,0.006,0,0.004,0.0022
2015,Christian Tober,USC,WR,0,0,0.011,0.004,0.004,0.0022
2015,Gray King,Auburn,WR,0,0,0.011,0,0.007,0.0022
2015,Joseph Ajeigbe,Duke,RB,0.0025,0.003,0,0.004,0,0.0021
2015,Jay'Shawn Washington,Southern Mississippi,TE,0,0.007,0,0.004,0.003,0.0021
2015,Felton Davis III,Michigan State,WR,0,0,0.01,0,0.006,0.0021
2015,Monty Madaris,Michigan State,WR,0,0.003,0.005,0,0.006,0.0021
2015,Boone Niederhofer,Texas A&M,WR,0.0025,0.003,0,0.004,0,0.0021
2015,Caden Smith,Texas A&M,TE,0,0.003,0.005,0.004,0.003,0.0021
2015,Jordan Davis,Texas A&M,TE,0.0025,0.003,0,0.004,0.003,0.0021
2015,Hunter Folkertsma,Bowling Green,TE,0,0.003,0.006,0.004,0.004,0.0021
2015,Kahlil Lewis,Cincinnati,WR,0.0022,0.003,0,0,0.003,0.0021
2015,Charlie Reid,TCU,TE,0.0023,0.003,0,0,0.004,0.0021
2015,Marcus Jones,Northern Illinois,RB,0.0024,0.003,0,0.004,0,0.002
2015,Donavan Hale,Indiana,WR,0.0021,0,0.005,0,0.003,0.0019
2015,Nigel Carter,Tulsa,WR,0,0.003,0.004,0,0.006,0.0019
2015,Luke Timian,Indiana,WR,0,0,0.01,0.004,0.003,0.0019
2015,Mike Williams,Clemson,WR,0.002,0.003,0,0.006,0,0.0018
2015,O'Keeron Rutherford,North Texas,WR,0,0.005,0,0.007,0,0.0016
2015,Tim Gay,Texas State,RB,0.0035,0,0,0,0,0.0015
2015,Jamal Custis,Syracuse,WR,0,0.005,0,0.006,0,0.0015
2015,Sloan Spiller,UTEP,FB,0.0037,0,0,0,0,0.0015
2015,Sterling Napier,UTEP,TE,0.0037,0,0,0,0,0.0015
2015,Keaton Perry,Kansas,WR,0,0,0,0.006,0,0.0015
2015,Kyle Riddering,Fresno State,TE,0,0.005,0,0.007,0,0.0015
2015,Nick McLaughlin,Troy,RB,0,0.005,0,0,0.005,0.0015
2015,Jack Rhoades,Texas State,WR,0,0,0,0,0.004,0.0015
2015,Nick Bingham,Texas State,RB,0.0035,0,0,0,0,0.0015
2015,Marshall Wadleigh,Tulane,TE,0,0,0,0.007,0,0.0015
2015,Shakenneth Williams,Georgia,WR,0,0.004,0,0,0.004,0.0014
2015,Lavonte Robinson,Eastern Michigan,FB,0.0033,0,0,0,0,0.0014
2015,Juwan Caesar,Florida International,WR,0,0,0.007,0.005,0,0.0014
2015,Brent VanderVeen,Oregon State,TE,0.0033,0,0,0,0,0.0014
2015,Jordan Davis,Georgia,TE,0.003,0,0,0,0,0.0014
2015,James Dean,Georgia Southern,TE,0.0031,0,0,0,0,0.0014
2015,Aloyis Gray,Eastern Michigan,WR,0,0.004,0,0,0.004,0.0014
2015,Elijah St. Hilaire,Army,RB,0,0.004,0,0.005,0,0.0014
2015,DeAndre McNeal,Texas,WR,0,0.004,0,0.006,0,0.0014
2015,Kellen Clute,Oregon State,TE,0,0.004,0,0.006,0,0.0014
2015,Roderick Bernard,Texas,RB,0.0032,0,0,0,0,0.0014
2015,Luke Langdon,Army,QB,0.0034,0,0,0,0,0.0014
2015,Harrison Jackson,Boston College,WR,0.0035,0,0,0,0,0.0014
2015,John Tsimis,Rutgers,WR,0.0032,0,0,0,0,0.0014
2015,DeSean Blair,Missouri,WR,0,0,0.006,0,0.003,0.0013
2015,David Ducre,LSU,TE,0.0028,0,0,0,0,0.0013
2015,DeMarrion Buford-Hughes,South Alabama,TE,0.003,0,0,0,0,0.0013
2015,Keenan Barnes,Louisiana,WR,0.0031,0,0,0,0,0.0013
2015,Effrem Reed,Louisiana,RB,0,0,0.007,0,0.004,0.0013
2015,Markis McCray,Louisiana Monroe,WR,0,0.004,0,0.005,0,0.0013
2015,Garrett Krstich,SMU,QB,0.0031,0,0,0,0,0.0013
2015,Tyree Harris,Wake Forest,WR,0,0.004,0,0,0.003,0.0013
2015,Tony Ray Parnell,South Alabama,WR,0.003,0,0,0,0,0.0013
2015,Michael Moll,Appalachian State,TE,0,0,0.007,0.005,0,0.0013
2015,Dante Jones,Appalachian State,WR,0,0,0.007,0,0.004,0.0013
2015,Connor Griffin,Washington,WR,0,0.004,0,0.005,0,0.0013
2015,Da'Mario Jones,Michigan,WR,0,0,0.006,0.005,0,0.0013
2015,Deltron Hopkins,Appalachian State,WR,0.0029,0,0,0,0,0.0013
2015,Henry Poggi,Michigan,FB,0.0029,0,0,0,0,0.0013
2015,Eric Laurent,Missouri,WR,0,0.004,0,0,0.003,0.0013
2015,Jason Meichtry,Western Michigan,WR,0,0,0,0.004,0,0.0013
2015,Bill Cecil,Appalachian State,TE,0,0,0.007,0.005,0,0.0013
2015,Walter Tucker,Miami,RB,0,0,0.006,0.005,0,0.0013
2015,Darius Durall,SMU,RB,0,0.004,0,0.006,0,0.0013
2015,Dillon Gordon,LSU,TE,0.0028,0,0,0,0,0.0013
2015,Brayle Brown,Louisiana Monroe,QB,0,0,0.005,0.005,0,0.0013
2015,Derrick Hayward,Maryland,TE,0,0.004,0,0.006,0,0.0013
2015,John David Moore,LSU,FB,0,0.004,0,0.005,0,0.0013
2015,Cameron Tucker,Illinois,RB,0,0,0,0.005,0,0.0013
2015,DeJuawn Oliver,Louisiana Tech,WR,0,0,0.007,0.006,0,0.0013
2015,Jeremy Kerr,Florida State,TE,0,0,0,0.006,0,0.0013
2015,Kendall Patterson,Buffalo,FB,0,0.004,0,0,0.004,0.0013
2015,Andrew Davis,Toledo,WR,0,0.004,0,0,0.004,0.0013
2015,Brendan Marshall,Virginia,TE,0,0.004,0,0.005,0,0.0012
2015,Curtis Anderson III,San Diego State,WR,0,0.004,0,0,0.004,0.0012
2015,Eugene Brazley,Ole Miss,RB,0.0024,0,0,0,0,0.0012
2015,Dillon Barrett,Ole Miss,TE,0,0,0.007,0,0.004,0.0012
2015,Kyle Anderton,Vanderbilt,TE,0.003,0,0,0.005,0,0.0012
2015,Greg Campbell Jr.,UT San Antonio,WR,0.0029,0,0,0,0,0.0012
2015,David Kessler,BYU,WR,0,0.004,0,0,0.003,0.0012
2015,Squally Canada,BYU,RB,0.0027,0,0,0,0,0.0012
2015,Trey Ellis,Vanderbilt,WR,0.003,0,0,0,0,0.0012
2015,Peyton Hall,UT San Antonio,WR,0.0029,0,0,0,0,0.0012
2015,Demry Croft,Minnesota,QB,0,0,0.005,0,0.004,0.0012
2015,C.J. Worton,Florida,WR,0.0027,0,0,0,0,0.0012
2015,Noah Scarver,Minnesota,TE,0,0,0.005,0,0.004,0.0012
2015,Jesse Ertz,Kansas State,QB,0.0028,0,0,0,0,0.0012
2015,Chad Lewellyn,Navy,WR,0.0028,0,0,0,0,0.0012
2015,Chase Hounshell,Notre Dame,TE,0,0,0.007,0.005,0,0.0012
2015,Sam Dobbs,Vanderbilt,TE,0,0,0,0,0.004,0.0012
2015,Ryan Santoro,Virginia,WR,0,0,0.006,0,0.004,0.0012
2015,Stanton Weber,Kansas State,WR,0,0.004,0,0.005,0,0.0012
2015,Brandon Colon,Navy,WR,0,0.004,0,0,0.005,0.0012
2015,Ladarius Banks,Vanderbilt,FB,0,0,0,0.005,0,0.0012
2015,Lee Walker,Colorado,WR,0,0.004,0,0,0.004,0.0012
2015,Logan Moragne,Arkansas State,RB,0.0026,0,0,0,0,0.0012
2015,Jonathan Haden,Arizona,RB,0.0026,0,0,0,0,0.0012
2015,Austin Ramesh,Wisconsin,RB,0.0026,0,0,0,0,0.0012
2015,Tyler Scott,UCLA,WR,0.0027,0,0,0,0,0.0012
2015,Jonathan Lytle,Georgia State,FB,0.0026,0,0,0.005,0,0.0012
2015,Emiere Scaife,Georgia State,TE,0.0026,0,0,0,0,0.0012
2015,Abraham Mendivil,Arizona,WR,0,0.004,0,0.004,0,0.0012
2015,Octavious Andrews,Georgia State,WR,0,0.004,0,0,0.004,0.0012
2015,Jaymar Parrish,Pittsburgh,TE,0.0026,0,0,0,0,0.0012
2015,Brandon Howard,UMass,TE,0,0.004,0,0.005,0,0.0012
2015,Johnnie Dixon,Ohio State,WR,0,0.004,0,0,0.004,0.0012
2015,Keller Chryst,Stanford,QB,0.0026,0,0,0,0,0.0012
2015,Patrick Reed,New Mexico,WR,0.0028,0,0,0,0,0.0012
2015,Evan Wilson,South Florida,QB,0,0.004,0,0.005,0,0.0012
2015,Jaren Colston-Green,Utah State,WR,0.0029,0,0,0,0,0.0012
2015,Aaron Banks,Purdue,QB,0,0,0.005,0,0.003,0.0012
2015,JaJuan Lawson,New Mexico,QB,0.0028,0,0,0,0,0.0012
2015,Gregg Garrity,Penn State,WR,0,0,0.006,0.006,0,0.0012
2015,Chris Copier,Utah State,TE,0.0029,0,0,0,0,0.0012
2015,Christian Allen,Akron,FB,0.0029,0,0,0,0,0.0012
2015,Jordan Lasley,UCLA,WR,0,0.004,0,0.005,0,0.0012
2015,Hakeem Lawrence,Akron,RB,0.0029,0,0,0,0,0.0012
2015,Vernon Hargreaves III,Florida,WR,0.0027,0,0,0,0,0.0012
2015,Chase Pennycuff,Middle Tennessee,FB,0,0,0,0.004,0,0.0012
2015,Pharoah McKever,NC State,TE,0,0.004,0,0,0.004,0.0012
2015,A.D. Miller,Oklahoma,WR,0.0024,0,0,0,0,0.0011
2015,Ken Hampel,Utah,TE,0.0026,0,0,0,0,0.0011
2015,Emanuel Beal,Marshall,WR,0,0,0.006,0.004,0,0.0011
2015,Akilian Butler,Boise State,WR,0,0.003,0,0,0.004,0.0011
2015,Chris Dadson,San José State,RB,0,0,0,0.004,0,0.0011
2015,Nicodem Pierre,Duke,RB,0,0,0,0.004,0,0.0011
2015,Marcel Joly,Iowa,RB,0.0026,0,0,0,0,0.0011
2015,Evan Faunce,Nevada,TE,0,0,0.006,0.004,0,0.0011
2015,Quinten Dormady,Tennessee,QB,0.0026,0,0,0,0,0.0011
2015,Ralph Leonard,Florida Atlantic,WR,0,0.004,0,0,0.003,0.0011
2015,Calvain Holmes,Florida Atlantic,WR,0,0.004,0,0.004,0,0.0011
2015,Andrew Scanlan,Northwestern,WR,0.0028,0,0,0,0,0.0011
2015,Ryan Davis,Auburn,WR,0.0026,0,0,0,0,0.0011
2015,Brad Kuh,San José State,TE,0,0.003,0,0.004,0,0.0011
2015,Jack Fields,Boise State,RB,0.0025,0,0,0,0,0.0011
2015,Olabisi Johnson,Colorado State,WR,0,0.004,0,0.004,0,0.0011
2015,Jacky Marcellus,West Virginia,RB,0,0,0.006,0.004,0,0.0011
2015,Adam Cox,Iowa,FB,0,0,0.006,0.004,0,0.0011
2015,Evan Moeai,Utah,TE,0.0026,0,0,0,0,0.0011
2015,Garrett Kidd,Northwestern,WR,0,0,0.005,0.004,0,0.0011
2015,Kamryn Pettway,Auburn,RB,0,0.003,0,0.004,0,0.0011
2015,Frank Wims,Memphis,WR,0.0024,0,0,0,0,0.0011
2015,Robby Kolanz,USC,WR,0,0.003,0,0.004,0,0.0011
2015,Blake Wright,Nevada,RB,0,0.003,0,0,0.004,0.0011
2015,Victor Gonzalez,Nevada,WR,0.0026,0,0,0,0,0.0011
2015,Trey Foster,Nebraska,TE,0,0.003,0,0,0.003,0.0011
2015,Dallis Todd,Oklahoma,WR,0.0024,0,0,0,0,0.0011
2015,Rodney Lawson,Nevada,WR,0.0026,0,0,0,0,0.0011
2015,Kyle Fulks,Utah,WR,0.0026,0,0,0,0,0.0011
2015,Wallace Gonzalez,Utah,TE,0.0026,0,0,0,0,0.0011
2015,Ralph David Abernathy IV,Tennessee,RB,0,0.003,0,0,0.003,0.0011
2015,Ty Flournoy-Smith,Alabama,WR,0.0023,0,0,0,0,0.001
2015,Clayton Glasper,Northern Illinois,WR,0,0.003,0,0,0.003,0.001
2015,Derek Kief,Alabama,WR,0.0023,0,0,0,0,0.001
2015,Michael Nysewander,Alabama,TE,0,0.003,0,0.004,0,0.001
2015,Hale Hentges,Alabama,TE,0.0023,0,0,0,0,0.001
2015,Demarcus Felton,Texas Tech,RB,0.0022,0,0,0,0,0.001
2015,Chris Black,Alabama,WR,0,0.003,0,0,0.003,0.001
2015,Jacom Brimhall,Arizona State,RB,0,0.003,0,0.004,0,0.001
2015,Jordan Bianchi,Clemson,WR,0,0.003,0,0,0.003,9e-04
2015,Brennan Goodnature,Clemson,RB,0,0,0.005,0,0.003,9e-04
2015,Tavarreon Dickerson,Tulsa,RB,0,0.003,0,0,0.003,9e-04
2015,Rowdy Simon,Tulsa,RB,0.0022,0,0,0.004,0,9e-04
2014,Andrew Hendrix,Miami (OH),QB,0.7409,0.722,0.853,0.693,0.8,0.7546
2014,Shane Carden,East Carolina,QB,0.6472,0.706,0.802,0.698,0.726,0.6852
2014,Pete Thomas,Louisiana Monroe,QB,0.632,0.674,0.842,0.643,0.755,0.6801
2014,Trevone Boykin,TCU,QB,0.5931,0.748,0.804,0.604,0.825,0.6729
2014,Jake Waters,Kansas State,QB,0.5798,0.708,0.885,0.585,0.852,0.6705
2014,Taylor Heinicke,Old Dominion,QB,0.5633,0.768,0.74,0.648,0.822,0.6648
2014,P.J. Walker,Temple,QB,0.6414,0.652,0.784,0.52,0.777,0.6634
2014,C.J. Brown,Maryland,QB,0.6066,0.609,0.856,0.577,0.744,0.6505
2014,Dak Prescott,Mississippi State,QB,0.5958,0.639,0.805,0.612,0.75,0.6442
2014,Fredi Knighten,Arkansas State,QB,0.5961,0.631,0.794,0.514,0.788,0.6434
2014,Patrick Towles,Kentucky,QB,0.6098,0.59,0.807,0.5,0.755,0.6375
2014,Marquise Williams,North Carolina,QB,0.5644,0.639,0.813,0.561,0.785,0.6339
2014,Bo Wallace,Ole Miss,QB,0.5096,0.701,0.829,0.586,0.829,0.6339
2014,Colin Reardon,Kent State,WR,0.5946,0.618,0.776,0.514,0.739,0.6294
2014,John Wolford,Wake Forest,QB,0.5714,0.614,0.771,0.541,0.714,0.6243
2014,Nick Arbuckle,Georgia State,QB,0.5527,0.579,0.847,0.447,0.811,0.6228
2014,Christian Hackenberg,Penn State,QB,0.564,0.594,0.797,0.484,0.762,0.6134
2014,Anu Solomon,Arizona,QB,0.5043,0.701,0.759,0.559,0.773,0.6122
2014,Brandon Doughty,Western Kentucky,QB,0.5256,0.649,0.809,0.504,0.822,0.605
2014,Tyler Jones,Texas State,QB,0.5267,0.616,0.764,0.566,0.727,0.6016
2014,Cody Fajardo,Nevada,QB,0.5225,0.596,0.781,0.465,0.8,0.5959
2014,Jacoby Brissett,NC State,QB,0.5221,0.586,0.822,0.553,0.725,0.5953
2014,Jared Goff,California,QB,0.5037,0.635,0.757,0.494,0.785,0.5907
2014,Everett Golson,Notre Dame,QB,0.5347,0.563,0.763,0.502,0.698,0.5832
2014,Sean Mannion,Oregon State,QB,0.5241,0.575,0.788,0.49,0.724,0.5825
2014,Anthony Boone,Duke,QB,0.5175,0.57,0.796,0.457,0.742,0.5797
2014,Blake Decker,UNLV,QB,0.5443,0.545,0.743,0.511,0.671,0.5789
2014,Garrett Grayson,Colorado State,QB,0.4824,0.635,0.753,0.5,0.733,0.5772
2014,Rakeem Cato,Marshall,QB,0.4961,0.586,0.816,0.557,0.713,0.5732
2014,Sefo Liufau,Colorado,QB,0.4861,0.614,0.729,0.483,0.755,0.5729
2014,Jaquez Johnson,Florida Atlantic,QB,0.5598,0.497,0.717,0.513,0.64,0.5712
2014,Marcus Mariota,Oregon,QB,0.5437,0.558,0.674,0.466,0.689,0.5661
2014,Dane Evans,Tulsa,QB,0.449,0.604,0.747,0.43,0.794,0.5634
2014,Blake Frohnapfel,UMass,QB,0.5083,0.543,0.714,0.408,0.694,0.5613
2014,Paxton Lynch,Memphis,QB,0.4936,0.578,0.72,0.496,0.682,0.5571
2014,Justin Holman,UCF,QB,0.4615,0.55,0.794,0.436,0.758,0.5556
2014,Grant Hedrick,Boise State,QB,0.4543,0.596,0.768,0.516,0.719,0.5554
2014,Connor Halliday,Washington State,QB,0.5317,0.578,0.602,0.498,0.623,0.5537
2014,Terrance Broadway,Louisiana,QB,0.4737,0.587,0.739,0.423,0.772,0.5528
2014,Dylan Thompson,South Carolina,QB,0.4639,0.614,0.689,0.412,0.792,0.5485
2014,Kevin Hogan,Stanford,QB,0.4708,0.557,0.763,0.495,0.674,0.5463
2014,Cody Kessler,USC,QB,0.5284,0.5,0.67,0.431,0.641,0.5457
2014,Colby Kirkegaard,Wyoming,QB,0.3916,0.582,0.825,0.483,0.758,0.545
2014,Brett Hundley,UCLA,QB,0.4749,0.593,0.672,0.52,0.667,0.5449
2014,Jameis Winston,Florida State,QB,0.5079,0.553,0.698,0.423,0.667,0.5414
2014,Tyler Rogers,New Mexico State,QB,0.4506,0.563,0.694,0.477,0.696,0.5413
2014,Maty Mauk,Missouri,QB,0.4938,0.563,0.665,0.451,0.668,0.5407
2014,Cody Sokol,Louisiana Tech,QB,0.4512,0.554,0.728,0.39,0.746,0.5405
2014,Michael Brewer,Virginia Tech,QB,0.4467,0.483,0.845,0.38,0.755,0.54
2014,Josh Woodrum,Liberty,QB,0.4762,0.442,0.867,0.324,0.761,0.5396
2014,Tommy Armstrong Jr.,Nebraska,QB,0.4574,0.531,0.791,0.409,0.754,0.5389
2014,Tyrone Swoopes,Texas,QB,0.4229,0.54,0.787,0.462,0.701,0.5371
2014,Austin Grammer,Middle Tennessee,QB,0.3933,0.591,0.764,0.467,0.797,0.534
2014,Vad Lee,James Madison,QB,0.5294,0.375,0.8,0.4,0.692,0.5333
2014,Bryce Petty,Baylor,QB,0.53,0.463,0.605,0.374,0.591,0.5098
2014,Trevor Siemian,Northwestern,QB,0.4231,0.516,0.694,0.463,0.647,0.508
2014,James Knapke,Bowling Green,QB,0.4084,0.545,0.678,0.415,0.685,0.5048
2014,Zach Terrell,Western Michigan,QB,0.4125,0.51,0.73,0.41,0.701,0.5034
2014,Brad Kaaya,Miami,QB,0.4524,0.487,0.687,0.438,0.631,0.5033
2014,Brian Burrell,Fresno State,QB,0.4173,0.514,0.679,0.433,0.645,0.5026
2014,Ikaika Woolsey,Hawai'i,QB,0.4506,0.44,0.686,0.383,0.628,0.5019
2014,Devin Gardner,Michigan,QB,0.4518,0.458,0.688,0.424,0.616,0.5007
2014,Kyle Pohl,Akron,QB,0.5543,0.444,0.534,0.373,0.515,0.5006
2014,Blake Sims,Alabama,QB,0.4374,0.492,0.687,0.429,0.667,0.5
2014,Nick Mullens,Southern Mississippi,QB,0.4815,0.521,0.56,0.326,0.585,0.4973
2014,Nick Marshall,Auburn,QB,0.3778,0.573,0.671,0.422,0.719,0.4938
2014,Driphus Jackson,Rice,QB,0.3624,0.564,0.67,0.363,0.728,0.49
2014,Brandon Silvers,Troy,QB,0.5084,0.436,0.569,0.408,0.512,0.4877
2014,Joe Licata,Buffalo,QB,0.4038,0.485,0.669,0.415,0.676,0.4876
2014,Cyler Miles,Washington,QB,0.4278,0.462,0.689,0.422,0.618,0.4874
2014,Gunner Kiel,Cincinnati,QB,0.409,0.495,0.671,0.421,0.64,0.485
2014,Travis Wilson,Utah,QB,0.4444,0.458,0.655,0.429,0.576,0.4844
2014,Cooper Rush,Central Michigan,QB,0.376,0.522,0.673,0.332,0.769,0.4792
2014,J.T. Barrett,Ohio State,QB,0.4667,0.441,0.623,0.42,0.554,0.4791
2014,Alex McGough,Florida International,QB,0.3992,0.452,0.687,0.413,0.609,0.4774
2014,Connor Cook,Michigan State,QB,0.3581,0.528,0.706,0.348,0.769,0.4758
2014,Tyler Murphy,Boston College,QB,0.326,0.488,0.776,0.479,0.65,0.4733
2014,Taylor Lamb,Appalachian State,QB,0.3556,0.485,0.688,0.383,0.648,0.4615
2014,Drew Hare,Northern Illinois,QB,0.4145,0.491,0.562,0.392,0.601,0.4608
2014,Chad Voytik,Pittsburgh,QB,0.3561,0.484,0.697,0.359,0.754,0.4603
2014,Gary Nova,Rutgers,QB,0.3535,0.44,0.752,0.358,0.674,0.4573
2014,Reginald Bell,Eastern Michigan,QB,0.4259,0.462,0.504,0.431,0.506,0.4528
2014,Brandon Bridge,South Alabama,QB,0.4046,0.424,0.63,0.335,0.592,0.4506
2014,Sam B. Richardson,Iowa State,QB,0.3697,0.486,0.594,0.44,0.55,0.4488
2014,Greg Ward Jr.,Houston,QB,0.4267,0.426,0.56,0.304,0.57,0.4483
2014,Brandon Allen,Arkansas,QB,0.3014,0.479,0.739,0.375,0.685,0.4467
2014,Jake Rudock,Iowa,QB,0.4097,0.387,0.643,0.3,0.618,0.4461
2014,Mitch Leidner,Minnesota,QB,0.3188,0.429,0.732,0.424,0.623,0.44
2014,Taylor Kelly,Arizona State,QB,0.3794,0.438,0.618,0.435,0.515,0.4396
2014,Chandler Whitmer,Connecticut,QB,0.3616,0.469,0.566,0.326,0.585,0.4382
2014,Jameill Showers,UTEP,QB,0.3653,0.348,0.731,0.308,0.622,0.438
2014,Christian Stewart,BYU,QB,0.3958,0.431,0.527,0.341,0.555,0.4333
2014,Keenan Reynolds,Navy,QB,0.3874,0.436,0.533,0.404,0.529,0.4244
2014,Clint Trickett,West Virginia,QB,0.3628,0.429,0.55,0.375,0.509,0.4137
2014,Joe Gray,San José State,QB,0.3477,0.452,0.485,0.377,0.521,0.4123
2014,Cody Clements,UAB,QB,0.2994,0.444,0.627,0.335,0.636,0.4109
2014,David Cobb,Minnesota,RB,0.5217,0.425,0.195,0.402,0.25,0.41
2014,Melvin Gordon,Wisconsin,RB,0.439,0.492,0.219,0.55,0.26,0.407
2014,Trevor Knight,Oklahoma,QB,0.3579,0.41,0.547,0.243,0.606,0.4065
2014,Tanner Lee,Tulane,QB,0.2939,0.451,0.575,0.353,0.558,0.406
2014,Kevin Ellison,Georgia Southern,QB,0.3313,0.455,0.535,0.389,0.554,0.4053
2014,Anthony Jennings,LSU,QB,0.3075,0.356,0.692,0.288,0.642,0.4031
2014,Davis Webb,Texas Tech,QB,0.3452,0.451,0.482,0.346,0.527,0.403
2014,Hutson Mason,Georgia,QB,0.3689,0.342,0.625,0.313,0.523,0.4008
2014,Jarvion Franklin,Western Michigan,RB,0.451,0.436,0.23,0.52,0.222,0.3973
2014,Anthone Taylor,Buffalo,RB,0.4679,0.406,0.27,0.429,0.251,0.3936
2014,Kenny Hill,Texas A&M,QB,0.3649,0.434,0.421,0.374,0.443,0.3913
2014,Cole Stoudt,Clemson,QB,0.337,0.392,0.518,0.349,0.494,0.3895
2014,Justin Thomas,Georgia Tech,QB,0.3356,0.374,0.583,0.28,0.622,0.3893
2014,Quinn Kaehler,San Diego State,QB,0.2989,0.365,0.649,0.289,0.595,0.3865
2014,Jay Ajayi,Boise State,RB,0.4891,0.347,0.258,0.423,0.219,0.3856
2014,Devontae Booker,Utah,RB,0.4274,0.427,0.278,0.458,0.265,0.3806
2014,Austin Appleby,Purdue,QB,0.2939,0.424,0.462,0.286,0.532,0.3768
2014,D.J. Abnar,Liberty,RB,0.3651,0.558,0.133,0.588,0.239,0.3741
2014,Matt Davis,SMU,QB,0.3374,0.408,0.424,0.379,0.394,0.3691
2014,Daxx Garman,Oklahoma State,QB,0.3342,0.38,0.436,0.31,0.425,0.3643
2014,Donnel Pumphrey,San Diego State,RB,0.4429,0.383,0.216,0.377,0.241,0.3641
2014,Mike White,South Florida,QB,0.2903,0.369,0.509,0.362,0.432,0.3621
2014,Tevin Coleman,Indiana,RB,0.4571,0.352,0.201,0.35,0.234,0.3557
2014,Cameron Artis-Payne,Auburn,RB,0.4617,0.271,0.276,0.422,0.141,0.3527
2014,Leon Allen,Western Kentucky,RB,0.4116,0.344,0.228,0.412,0.202,0.3515
2014,Michael Cummings,Kansas,QB,0.277,0.359,0.471,0.291,0.463,0.3483
2014,Kale Pearson,Air Force,QB,0.3051,0.352,0.441,0.263,0.512,0.3477
2014,Logan Woodside,Toledo,QB,0.2779,0.338,0.538,0.325,0.476,0.3467
2014,Angel Santiago,Army,QB,0.2696,0.351,0.51,0.322,0.485,0.3446
2014,Marcus Cox,Appalachian State,RB,0.4043,0.369,0.167,0.429,0.211,0.3428
2014,James Conner,Pittsburgh,RB,0.4362,0.313,0.204,0.423,0.094,0.3413
2014,Greyson Lambert,Virginia,QB,0.2556,0.351,0.529,0.284,0.469,0.3384
2014,Jahwan Edwards,Ball State,RB,0.393,0.37,0.222,0.383,0.226,0.3371
2014,Jeff Driskel,Florida,QB,0.2862,0.347,0.427,0.323,0.393,0.3342
2014,Khalid Abdullah,James Madison,RB,0.4118,0.313,0.2,0.467,0.077,0.3333
2014,Jeremy Langford,Michigan State,RB,0.4194,0.29,0.225,0.429,0.107,0.3329
2014,Ameer Abdullah,Nebraska,RB,0.3876,0.348,0.209,0.368,0.227,0.3314
2014,Jordan Howard,UAB,RB,0.4162,0.307,0.193,0.454,0.101,0.3307
2014,Ralph Webb,Vanderbilt,RB,0.4634,0.283,0.152,0.315,0.167,0.3303
2014,JD Sprague,Ohio,QB,0.2925,0.323,0.418,0.195,0.471,0.3245
2014,Marlon Mack,South Florida,RB,0.4194,0.318,0.204,0.296,0.23,0.3197
2014,Wes Lunt,Illinois,QB,0.2978,0.306,0.402,0.214,0.415,0.3191
2014,Reilly O'Toole,Illinois,QB,0.2893,0.302,0.426,0.254,0.389,0.3191
2014,Justin Worley,Tennessee,QB,0.2494,0.347,0.451,0.222,0.458,0.3166
2014,Andrew McNulty,North Texas,QB,0.248,0.337,0.438,0.254,0.418,0.3151
2014,Kenneth Dixon,Louisiana Tech,RB,0.3811,0.327,0.177,0.445,0.151,0.3147
2014,Aaron Jones,UTEP,RB,0.3467,0.36,0.228,0.318,0.263,0.314
2014,Lamar Jordan,New Mexico,QB,0.2682,0.299,0.429,0.227,0.425,0.3088
2014,D.J. Foster,Arizona State,WR,0.3604,0.281,0.261,0.266,0.25,0.3031
2014,Samaje Perine,Oklahoma,RB,0.3415,0.314,0.187,0.433,0.14,0.2999
2014,Joshua Dobbs,Tennessee,QB,0.2977,0.265,0.364,0.309,0.291,0.2987
2014,Ezekiel Elliott,Ohio State,RB,0.3,0.375,0.154,0.364,0.223,0.2965
2014,Garrett Krstich,SMU,QB,0.2634,0.303,0.306,0.271,0.326,0.2911
2014,Justin Jackson,Northwestern,RB,0.3819,0.297,0.122,0.25,0.198,0.2865
2014,Akeem Hunt,Purdue,RB,0.3576,0.288,0.196,0.306,0.191,0.2854
2014,Paul Perkins,UCLA,RB,0.3518,0.267,0.204,0.278,0.189,0.2834
2014,Jowan Davis,Rice,RB,0.3961,0.27,0.071,0.278,0.118,0.2751
2014,Tucker Carter,UT San Antonio,QB,0.2243,0.29,0.386,0.261,0.341,0.2743
